CÓDIGO	CÓDIGO OPCIONAL	TIPO	DESCRIÇÃO	LOCAL	UN.	DIMENSÃO	CLIENTE	LOTE	ITEM NF	NF	VALIDADE	ESTAÇÃO	QTD ESTOQUE	DATA ENTRADA
2048551	6221350 - 5011	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.1	UN	1.0	EMBRAER	C024470111	30	2346288.0		825.0	0	2025-12-01 10:50:27
2048551	6221350 - 5011	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.1	UN	1.0	EMBRAER	C025147466	3	2346288.0		825.0	0	2025-12-01 10:50:27
2048551	6221350 - 5011	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.1	UN	1.0	EMBRAER	C24152787	5	2346288.0		825.0	700	2025-12-01 10:50:27
2048551	6221350 - 5011	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.1	UN	1.0	EMBRAER	C024152787	25	2398517.0		825.0	400	2025-12-01 10:50:27
2048551	6221350 - 5011	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.1	UN	1.0	EMBRAER	C024152787	26	2398517.0		825.0	321	2025-12-01 10:50:27
2048551	6221350 - 5011	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.1	UN	1.0	EMBRAER	C025147466	1	2398514.0		825	103	2025-12-01 10:50:27
2059253	-	HARDWARE	PARAFUSO-CABECA SEXTAVADA,INOX	C4.5	UN	1.0	EMBRAER	CN21345742	1	1784979.0		25.0	0	2025-12-01 10:50:27
2059253	-	HARDWARE	PARAFUSO-CABECA SEXTAVADA,INOX	C4.5	UN	1.0	EMBRAER	CN21345742	2	1784979.0		25.0	3	2025-12-01 10:50:27
2059253	-	HARDWARE	PARAFUSO-CABECA SEXTAVADA,INOX	C4.5	UN	1.0	EMBRAER	CN21345742	3	1784979.0		25.0	15	2025-12-01 10:50:27
2084363	-	HARDWARE	PARAFUSO	C4.6	UN	1	EMBRAER	10307245	6	1909064		25	7	2025-12-02 12:10:39
2084363	-	HARDWARE	PARAFUSO	C4.6	UN	1	EMBRAER	10332168	8	1909064		25	3	2025-12-02 12:11:25
2084363	-	HARDWARE	PARAFUSO	C4.6	UN	1	EMBRAER	10332168	4	2331127		25	25	2025-12-02 12:12:11
2084363	-	HARDWARE	PARAFUSO	C4.6	UN	1	EMBRAER	10332168	20	2331127		25	25	2025-12-02 12:12:32
2085006	4508840	HARDWARE	INSERTO CEGO ROSQUEADO	C5.1	UN	1	EMBRAER	9728885	7	297178.0		25	110	2025-12-01 10:50:27
2085006	4508840	HARDWARE	INSERTO CEGO ROSQUEADO	C5.1	UN	1	EMBRAER	1204022	3	2012447.0		25	6	2025-12-01 10:50:27
2096142	000001	PERECÍVEIS	Carpete, Vinil, Marron - Tipo 2 Classe	Exp.01	M²	2,97	EMBRAER	C016191643	1	2392211.0		2,97	1	2025-12-01 10:50:27
2102541	9252148-8510410-12478-2066760	HARDWARE	REBITE CEGO - CCR244CS-3-6	C5.2	UN	1.0	EMBRAER	C025009889	9	2273047.0		50.0	0	2025-12-01 10:50:27
2102541	9252148-8510410-12478-2066760	HARDWARE	REBITE CEGO - CCR244CS-3-6	C5.2	UN	1.0	EMBRAER	C031587795	2	2351882.0		50.0	40	2025-12-01 10:50:27
2102541	9252148-8510410-12478-2066760	HARDWARE	REBITE CEGO - CCR244CS-3-6	C5.2	UN	1.0	EMBRAER	C031587795	1	2392032.0		1.0	50	2025-12-01 10:50:27
2110013	-	HARDWARE	PORCA SEXTAVADA-ACO	C5.3	UN	1	EMBRAER	C030515475	18	2331127		Almoxarifado	25	2025-12-02 12:24:52
2110013	-	HARDWARE	PORCA SEXTAVADA-ACO	C5.3	UN	1	EMBRAER	C030515475	22	2331127		Almoxarifado	6	2025-12-02 12:25:31
2110013	-	HARDWARE	PORCA SEXTAVADA-ACO	C5.3	UN	1	EMBRAER	C030515475	10	2331127		Almoxarifado	19	2025-12-02 12:26:02
2110041	2121193 - 113652	HARDWARE	PORCA-HEXAGONAL,AUTO FRENANTE,ACO	C5.4	UN	1	EMBRAER	C024409705	5	1963051		Almoxarifado	74	2025-12-02 12:28:28
2110041	2121193 - 113652	HARDWARE	PORCA-HEXAGONAL,AUTO FRENANTE,ACO	C5.4	UN	1	EMBRAER	C030834640	1	2331127		Almoxarifado	75	2025-12-02 12:30:13
2110041	2121193 - 113652	HARDWARE	PORCA-HEXAGONAL,AUTO FRENANTE,ACO	C5.4	UN	1	EMBRAER	C030834640	7	2331127		Almoxarifado	75	2025-12-02 12:41:04
2110257	14848	HARDWARE	PORCA FLANGE	C5.5	UN	1.0	EMBRAER	C010859567	2	2361160.0		25.0	25	2025-12-01 10:50:27
2110257	14848	HARDWARE	PORCA FLANGE	C5.5	UN	1.0	EMBRAER	C010859567	1	2361160.0		25.0	0	2025-12-01 10:50:27
2110257	14848	HARDWARE	PORCA FLANGE	C5.5	UN	1.0	EMBRAER	C011022579	9	297178.0		25.0	0	2025-12-01 10:50:27
2110257	14848	HARDWARE	PORCA FLANGE	C5.5	UN	1.0	EMBRAER	C011022579	26	297178.0		25.0	18	2025-12-01 10:50:27
2110263	-	HARDWARE	PORCA FLANGE-AUTO FRENANTE,FLUTUANTE,DUAS ORELHAS,ACO	C5.6	UN	1.0	EMBRAER	C021007214	7	234005.0		50.0	8	2025-12-01 10:50:27
2110263	-	HARDWARE	PORCA FLANGE-AUTO FRENANTE,FLUTUANTE,DUAS ORELHAS,ACO	C5.6	UN	1.0	EMBRAER	C021007214	18	234005.0		50.0	35	2025-12-01 10:50:27
2110279	-	HARDWARE	PORCA DE AÇO	B8.4	UN	1.0	EMBRAER	C030955599	1	2253501.0		25.0	41	2025-12-01 10:50:27
2110318	-	HARDWARE	PORCA FLANGE	C6.1	UN	1.0	EMBRAER	C024003301	1	1787039.0		50.0	8	2025-12-01 10:50:27
2110318	-	HARDWARE	PORCA FLANGE	C6.1	UN	1.0	EMBRAER	C031320491	1	1787039.0		50.0	49	2025-12-01 10:50:27
2110318	-	HARDWARE	PORCA FLANGE	C6.1	UN	1.0	EMBRAER	C031320491	8	1787039.0		50.0	50	2025-12-01 10:50:27
2110324	-	HARDWARE	PORCA FLANGE	A3.2	UN	1.0	EMBRAER	C025228890	12	2054572.0		25.0	2	2025-12-01 10:50:27
2110324	-	HARDWARE	PORCA FLANGE	A3.2	UN	1.0	EMBRAER	C025228890	14	2054572.0		25.0	21	2025-12-01 10:50:27
2121143	1031968-1031524-9580803	HARDWARE	PORCA SEXTAVADA-INOX	C6.2	UN	1.0	EMBRAER	C010635516	4	2189884.0		100.0	24	2025-12-01 10:50:27
2121143	1031968-1031524-9580803	HARDWARE	PORCA SEXTAVADA-INOX	C6.2	UN	1.0	EMBRAER	C010635516	5	2189884.0		100.0	25	2025-12-01 10:50:27
2146675	-	PERECÍVEIS	FITA, PEEK, LAMART LT-16, 2 POL, BRANCO	F2.5	M	55.0	EMBRAER	C031348207	1	2302578.0	2027-01-31	275.0	2	2025-12-01 10:50:27
2146675	-	PERECÍVEIS	FITA, PEEK, LAMART LT-16, 2 POL, BRANCO	F2.5	M	55.0	EMBRAER	C031636217	4	2355640.0	2027-01-21	275.0	1,5	2025-12-01 10:50:27
2146675	-	PERECÍVEIS	FITA, PEEK, LAMART LT-16, 2 POL, BRANCO	F2.5	M	55.0	EMBRAER	C031636218	1	2355642.0	2027-01-21	275.0	0	2025-12-01 10:50:27
2146675	-	PERECÍVEIS	FITA, PEEK, LAMART LT-16, 2 POL, BRANCO	F2.5	M	55.0	EMBRAER	C031963006	15	2398517.0	2027-04-28	275	5	2025-12-01 10:50:27
2146675	-	PERECÍVEIS	FITA, PEEK, LAMART LT-16, 2 POL, BRANCO	F2.5	M	55.0	EMBRAER	C032084233	1	2404771	2027-08-29	275	5	2025-12-10 07:30:55
2151869	21627	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.4	UN	1.0	EMBRAER	C024086570	10	2245563.0		150.0	0	2025-12-01 10:50:27
2151869	21627	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.4	UN	1.0	EMBRAER	C024086570	15	2245563.0		150.0	75	2025-12-01 10:50:27
2151869	21627	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.4	UN	1.0	EMBRAER	C024086570	23	2245563.0		150.0	150	2025-12-01 10:50:27
2151869	21627	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.4	UN	1.0	EMBRAER	C024470130	9	2398517.0		150	53	2025-12-01 10:50:27
2151869	21627	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.4	UN	1.0	EMBRAER	C024086570	8	2398517.0		150	99	2025-12-01 10:50:27
2151869	21627	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A3.4	UN	1.0	EMBRAER	C024470130	27	2398517.0		150	153	2025-12-01 10:50:27
2155582	-	HARDWARE	PINO LIVE LOCK	C6.3	UN	1.0	EMBRAER	10078726	1	2101225.0		12.0	12	2025-12-01 10:50:27
2164225	2319208	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	A3.5	UN	1.0	EMBRAER	C031200448	33	2245563.0		210.0	0	2025-12-01 10:50:27
2164225	2319208	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	A3.5	UN	1.0	EMBRAER	C031200448	38	2245563.0		210.0	195	2025-12-01 10:50:27
2170338	-	PERECÍVEIS	PERFIL,ESPUMA POLIETILENO,3MMX20MM-PRETO,AUTO ADESIVO        	F3.1	M	20.0	EMBRAER	C025299520	1	1230613.0	2026-07-01	400.0	13	2025-12-01 10:50:27
2171732	8596276	PERECÍVEIS	MICROESFERA OCA DE VIDRO        	J3.1/J2	KG	22.7	EMBRAER	C021291947	1	2384808.0		22.7	0,7	2025-12-01 10:50:27
2171732	8596276	PERECÍVEIS	MICROESFERA OCA DE VIDRO        	J3.1/J2	KG	22.7	EMBRAER	 C021291947	1	2347138.0		22.7	1	2025-12-01 10:50:27
2189604	24396	HARDWARE	ARRUELA PLANA-ACO	C6.4	UN	1.0	EMBRAER	C024744984	1	2167853.0		75.0	70	2025-12-01 10:50:27
2189604	24396	HARDWARE	ARRUELA PLANA-ACO	C6.4	UN	1.0	EMBRAER	C024744984	5	2167853.0		75.0	50	2025-12-01 10:50:27
2194561	-	PERECÍVEIS	FITA DUPLA FACE, PERMACELL P55 1IN        	F2.6	M	55.0	EMBRAER	C030767698	1	2330545.0	2025-12-28	220.0	0	2025-12-01 10:50:27
2194561	-	PERECÍVEIS	FITA DUPLA FACE, PERMACELL P55 1IN        	F2.6	M	55.0	EMBRAER	C030767698	2	2330545.0	2025-12-28	220.0	0	2025-12-01 10:50:27
2202176	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	A3.6	UN	1.0	EMBRAER	C030845497	4	2235617.0		275.0	0	2025-12-01 10:50:27
2202176	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	A3.6	UN	1.0	EMBRAER	C031706180	1	2235617.0		275.0	183	2025-12-01 10:50:27
2202176	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	A3.6	UN	1.0	EMBRAER	C031706180	2	2235617.0		275.0	273	2025-12-01 10:50:27
2203453	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.1	UN	1.0	EMBRAER	C030899183	14	2273049.0		212.0	154	2025-12-01 10:50:27
2203453	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.1	UN	1.0	EMBRAER	C031582283	7	2398517.0		212.0	0	2025-12-01 10:50:27
2203453	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.1	UN	1.0	EMBRAER	C031582283	4	2398517.0		212	211	2025-12-01 10:50:27
2204829	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.2	UN	1.0	EMBRAER	C031061480	18	2351882.0		2025.0	0	2025-12-01 10:50:27
2204829	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.2	UN	1.0	EMBRAER	C025321746	18	2351882.0		2025.0	0	2025-12-01 10:50:27
2204829	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.2	UN	1.0	EMBRAER	C031444427	6	2351882.0		2025.0	1951	2025-12-01 10:50:27
2204829	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.2	UN	1.0	EMBRAER	C031444427	12	2351882.0		2025.0	1464	2025-12-01 10:50:27
2204829	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B4.2	UN	1.0	EMBRAER	C031611328	7	2351882.0		2025.0	338	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030667108	12	2284844.0		1205.0	0	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C031030669	1	2284844.0		1205.0	1065	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030667107	36	2284844.0		1205.0	17	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030692826	6	2284844.0		1205.0	169	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030667108	4	2284844.0		1205.0	536	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030702478	37	2284844.0		1205.0	518	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030702478	32	2284844.0		1205.0	295	2025-12-01 10:50:27
2204857	8194457	HARDWARE	INSERTO-ROSQUEADO INTERNO,ACO	A7.2	UN	1.0	EMBRAER	C030677116	7	2284844.0		1205.0	980	2025-12-01 10:50:27
221753	-	PERECÍVEIS	FITA ADESIVA ACRILICO RESISTENTE CHAMA        	F3.6	M	33.0	EMBRAER	C031678120	1	2349812.0		660.0	0	2025-12-01 10:50:27
221753	-	PERECÍVEIS	FITA ADESIVA ACRILICO RESISTENTE CHAMA        	F3.6	M	33.0	EMBRAER	C031678120	3	2394472.0		660	3	2025-12-01 10:50:27
221753	-	PERECÍVEIS	FITA ADESIVA ACRILICO RESISTENTE CHAMA        	F3.6	M	33.0	EMBRAER	 C031678120	2	2349812.0		660	14	2025-12-01 10:50:27
2229720	6442865	HARDWARE	INSERTO-CEGO ROSQUEADO	A7.3	UN	1.0	EMBRAER	C030226636	2	2209386.0		30.0	0	2025-12-01 10:50:27
2229720	6442865	HARDWARE	INSERTO-CEGO ROSQUEADO	A7.3	UN	1.0	EMBRAER	C025433194	3	2209386.0		30.0	9	2025-12-01 10:50:27
2229720	6442865	HARDWARE	INSERTO-CEGO ROSQUEADO	A7.3	UN	1.0	EMBRAER	C025419900	4	2209386.0		30.0	18	2025-12-01 10:50:27
2229720	6442865	HARDWARE	INSERTO-CEGO ROSQUEADO	A7.3	UN	1.0	EMBRAER	C025419900	1	2209386.0		30.0	30	2025-12-01 10:50:27
2251916	-	HARDWARE	DOBRADIÇA	C6.5	UN	1.0	EMBRAER	C021979663	7	270223.0		25.0	0	2025-12-01 10:50:27
2251916	-	HARDWARE	DOBRADIÇA	C6.5	UN	1.0	EMBRAER	C030456249	21	270223.0		25.0	11	2025-12-01 10:50:27
2300181	26205	HARDWARE	PRENDEDOR  	B4.4	UN	1.0	EMBRAER	C025814157	5	2351882.0		300.0	0	2025-12-01 10:50:27
2300181	26205	HARDWARE	PRENDEDOR  	B4.4	UN	1.0	EMBRAER	C025833248	4	2351882.0		300.0	88	2025-12-01 10:50:27
2300181	26205	HARDWARE	PRENDEDOR  	B4.4	UN	1.0	EMBRAER	C025814157	11	2351882.0		300.0	20	2025-12-01 10:50:27
2300181	26205	HARDWARE	PRENDEDOR  	B4.4	UN	1.0	EMBRAER	C025833248	17	2351882.0		300.0	87	2025-12-01 10:50:27
2300181	26205	HARDWARE	PRENDEDOR  	B4.4	UN	1.0	EMBRAER	C030899052	14	2351882.0		300.0	299	2025-12-01 10:50:27
2300181	26205	HARDWARE	PRENDEDOR  	B4.4	UN	1.0	EMBRAER	C030899052	19	2351882.0		300.0	195	2025-12-01 10:50:27
2304282	2110207-1031368-2110035	HARDWARE	PORCA SEXTAVADA	B4.5	UN	1.0	EMBRAER	C024732432	7	2097723.0		25.0	1	2025-12-01 10:50:27
2304282	2110207-1031368-2110035	HARDWARE	PORCA SEXTAVADA	B4.5	UN	1.0	EMBRAER	C024732432	9	2097723.0		25.0	15	2025-12-01 10:50:27
2304882	-	HARDWARE	Porca Flange	A10.2	UN	1.0	EMBRAER	C031463060	1	2366081.0		125.0	0	2025-12-01 10:50:27
2304882	-	HARDWARE	Porca Flange	A10.2	UN	1.0	EMBRAER	C031463060	1	1567		125.0	44	2025-12-17 14:22:35
2304882	-	HARDWARE	Porca Flange	A10.2	UN	1.0	EMBRAER	C031587929	1	2409564		125.0	119	2025-12-18 14:01:38
2510350	30921	HARDWARE	ARRUELA AÇO	B4.6	UN	1.0	EMBRAER	C030248652	1	2277765.0		225.0	0	2025-12-01 10:50:27
2510350	30921	HARDWARE	ARRUELA AÇO	B4.6	UN	1.0	EMBRAER	C031403820	1	2277765.0		225.0	112	2025-12-01 10:50:27
2510350	30921	HARDWARE	ARRUELA AÇO	B4.6	UN	1.0	EMBRAER	C031403820	1	2401343		225.0	235	2025-12-02 15:25:11
2510350	30921	HARDWARE	ARRUELA AÇO	B4.6	UN	1.0	EMBRAER	C031403820	3	2401343		225.0	237	2025-12-02 15:26:05
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031653803	1	2339026.0	2027-03-17	1320.0	0	2025-12-01 10:50:27
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031653822	3	2339026.0	2027-06-29	1320.0	0	2025-12-01 10:50:27
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031653770	4	2339026.0	2027-06-29	1320.0	0	2025-12-01 10:50:27
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	1	2386772.0	2027-08-05	1320.0	0	2025-12-01 10:50:27
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964417	2	2386772.0	2027-03-12	1320.0	0	2025-12-01 10:50:27
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	3	2386772.0	2027-08-05	1320.0	17	2025-12-01 10:50:27
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	1	2400086	2027-08-05	1320.0	1	2025-12-01 16:02:20
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	2	2400086	2027-08-05	1320.0	1	2025-12-01 16:03:20
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	3	2400086	2027-08-05	1320.0	5	2025-12-01 16:03:29
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	4	2400086	2027-08-05	1320.0	2	2025-12-01 16:03:37
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	5	2400086	2027-08-05	1320.0	0	2025-12-01 16:04:11
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	6	2400086	2027-08-05	1320.0	2	2025-12-01 16:04:21
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	7	2400086	2027-08-05	1320.0	0	2025-12-01 16:04:31
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	8	2400086	2027-08-05	1320.0	1	2025-12-01 16:09:13
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	9	2400086	2027-08-05	1320.0	2	2025-12-01 16:09:32
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	10	2400086	2027-08-05	1320.0	1	2025-12-01 16:09:44
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	11	2400086	2027-08-05	1320.0	0	2025-12-01 16:09:53
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	12	2400086	2027-08-05	1320.0	0	2025-12-01 16:10:01
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	13	2400086	2027-08-05	1320.0	1	2025-12-01 16:10:29
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	14	2400086	2027-08-05	1320.0	2	2025-12-01 16:10:38
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	15	2400086	2027-08-05	1320.0	0	2025-12-01 16:10:47
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	16	2400086	2027-08-05	1320.0	0	2025-12-01 16:11:03
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	17	2400086	2027-08-05	1320.0	0	2025-12-01 16:11:26
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	18	2400086	2027-08-05	1320.0	0	2025-12-01 16:11:35
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	19	2400086	2027-08-05	1320.0	2	2025-12-01 16:11:45
2513668	5071587	PERECÍVEIS	FITA,ADESIVA,PE,.17X50MM-TRANSPARENTE,ADESIVO BORRACHA	F2.3	M	30.0	EMBRAER	C031964426	20	2400086	2027-08-05	1320.0	2	2025-12-01 16:11:55
2642037	7157229 - 3826282 - 1453810	PERECÍVEIS	FITA ADERENTE-VELCRO,AUTO ADESIVA,GANCHO,NYLON	F2.8	M	45.72	EMBRAER	C031018502	1	2322128.0	2025-12-09	45.72	0	2025-12-01 10:50:27
2642037	7157229 - 3826282 - 1453810	PERECÍVEIS	FITA ADERENTE-VELCRO,AUTO ADESIVA,GANCHO,NYLON	F2.8	M	45.72	EMBRAER	C032109605	1	2409098	2027-01-02	45.72	1	2025-12-18 09:59:43
2642037	7157229 - 3826282 - 1453810	PERECÍVEIS	FITA ADERENTE-VELCRO,AUTO ADESIVA,GANCHO,NYLON	F2.8	M	45.72	EMBRAER	C032109605	2	2409098	2027-01-02	45.72	1	2025-12-18 10:00:36
2706022	32129-1033663-7740625	HARDWARE	REBITE CEGO - M7885/3-4-03	C6.6	UN	1.0	EMBRAER	C024298039	11	1933744.0		50.0	24	2025-12-01 10:50:27
2706022	32129-1033663-7740625	HARDWARE	REBITE CEGO - M7885/3-4-03	C6.6	UN	1.0	EMBRAER	C025519085	19	1933744.0		50.0	1	2025-12-01 10:50:27
2706022	32129-1033663-7740625	HARDWARE	REBITE CEGO - M7885/3-4-03	C6.6	UN	1.0	EMBRAER	C025519086	3	1933744.0		50.0	29	2025-12-01 10:50:27
2706022	32129-1033663-7740625	HARDWARE	REBITE CEGO - M7885/3-4-03	C6.6	UN	1.0	EMBRAER	C025519086	18	1933744.0		50.0	30	2025-12-01 10:50:27
2824933	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.1	UN	1.0	EMBRAER	C030394796	1	2192417.0		75.0	20	2025-12-01 10:50:27
2824933	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.1	UN	1.0	EMBRAER	C031582738	1	2398517.0		75	74	2025-12-01 10:50:27
2824933	-	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.1	UN	1.0	EMBRAER	C031582738	5	2398517.0		75	74	2025-12-01 10:50:27
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C031599015	1	2332350.0		275.0	0	2025-12-01 10:50:27
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C019002478	2	2332350.0		275.0	0	2025-12-01 10:50:27
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C031102715	3	2332350.0		275.0	166	2025-12-01 10:50:27
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C031102715	23	2332350.0		275.0	19	2025-12-01 10:50:27
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C031796347	1	2407563		275.0	1	2025-12-17 10:26:20
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C031599015	2	2407563		275.0	276	2025-12-17 10:26:43
2824949	1840709	HARDWARE	INSERTO-CEGO ROSQUEADO,ACO	A4.2	UN	1.0	EMBRAER	C031796347	3	2407563		275.0	275	2025-12-17 10:27:10
2825026	39238	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO INOX	C7.1	UN	1.0	EMBRAER	1282250	13	2177303.0		75.0	24	2025-12-01 10:50:27
